"","Source_Name","ASSOC_FGL","Signif","PL_Flux_Density","LP_Flux_Density","PLEC_Flux_Density","RA","DEC","GLON","GLAT","ASSOC1","CLASS1","ASSOC2","CLASS2","Flags","FGL3_Source_name","BLR_P_PLEC","BLR_Pred_PLEC","BLR_P_LP","BLR_Pred_LP","RF_P_LP","RF_Pred_LP","PSR_Out","AGN_Out","XGB_P_PLEC","XGB_Pred_PLEC","XGB_P_LP","XGB_Pred_LP","ANN_Pred_LP","ANN_P_LP.1","ANN_P_LP.2","ANN_Pred_PLEC","ANN_P_PLEC.1","ANN_P_PLEC.2"
"378","0204.7+6656","                  ",  9.511,"6.36e-13","8.92e-13","8.62e-13"," 31.195"," 66.9372","130.039"," 5.1e+00","                            ","","                              ","",   0,"",0.590,"PSR",0.526,"PSR",0.776,"PSR",    23.807, 991.808,0.6169588566,"PSR",0.835053205,"PSR","PSR",2.849207e-01,7.150793e-01,"PSR",2.438318e-01,7.561682e-01
"379","0204.8+1513","3FGL J0205.0+1510 ", 18.395,"1.84e-12","2.11e-12","2.05e-12"," 31.218"," 15.2326","147.942","-4.4e+01","4C +15.05                   ","bcu","                              ","",   0,"0205.0+1510",0.001,"AGN",0.004,"AGN",0.018,"AGN",  1658.551,   0.867,0.0028345669,"AGN",0.021880435,"AGN","AGN",9.593426e-01,4.065742e-02,"AGN",9.834055e-01,1.659448e-02
"380","0205.0-1700","3FGL J0205.2-1700 ", 28.368,"3.39e-11","3.68e-11","3.58e-11"," 31.264","-17.0022","185.981","-7.0e+01","PKS 0202-17                 ","fsrq","                              ","",   0,"0205.2-1700",0.005,"AGN",0.000,"AGN",0.004,"AGN",  1037.211,   1.672,0.0020077808,"AGN",0.121800400,"AGN","AGN",8.511918e-01,1.488082e-01,"AGN",9.831675e-01,1.683249e-02
"381","0205.2+3212","3FGL J0204.8+3212 ", 22.609,"6.17e-12","6.86e-12","6.68e-12"," 31.309"," 32.2030","140.608","-2.8e+01","B2 0202+31                  ","fsrq","                              ","",   0,"0204.8+3212",0.000,"AGN",0.000,"AGN",0.000,"AGN",  1346.847,  -0.102,0.0006607279,"AGN",0.119957365,"AGN","AGN",9.789635e-01,2.103651e-02,"AGN",9.993287e-01,6.712647e-04
"382","0205.7+6449","3FGL J0205.5+6448 ", 66.274,"8.77e-12","1.04e-11","1.02e-11"," 31.427"," 64.8239","130.728"," 3.1e+00","PSR J0205+6449              ","PSR","                              ","", 512,"0205.5+6448",0.991,"PSR",0.753,"PSR",0.998,"PSR",     1.340, 637.435,0.9993008375,"PSR",0.945927382,"PSR","PSR",2.849207e-01,7.150793e-01,"PSR",2.438318e-01,7.561682e-01
"383","0206.0-0958","                  ",  5.861,"4.06e-15","4.52e-15","4.23e-15"," 31.518"," -9.9692","172.191","-6.5e+01","2MASS J02061590-0957174     ","fsrq","                              ","",   0,"",0.004,"AGN",0.002,"AGN",0.000,"AGN",  6703.618,  -0.661,0.0005126331,"AGN",0.979401469,"PSR","AGN",9.999928e-01,7.174798e-06,"AGN",9.999999e-01,8.203779e-08
"384","0206.4-1151","3FGL J0206.4-1150 ", 27.151,"2.85e-12","3.00e-12","2.99e-12"," 31.602","-11.8576","175.613","-6.7e+01","PMN J0206-1150              ","fsrq","                              ","",   0,"0206.4-1150",0.000,"AGN",0.000,"AGN",0.000,"AGN",  2149.409,  -0.403,0.0004868319,"AGN",0.010010262,"AGN","AGN",9.882988e-01,1.170118e-02,"AGN",9.991749e-01,8.250672e-04
"385","0206.8-5744","                  ",  7.199,"3.07e-14","3.74e-14","3.61e-14"," 31.705","-57.7483","284.670","-5.7e+01","SUMSS J020640-574948        ","bcu","                              ","",   0,"",0.001,"AGN",0.001,"AGN",0.000,"AGN",  4140.279,  -0.343,0.0009405427,"AGN",0.939598560,"PSR","AGN",9.997465e-01,2.535197e-04,"AGN",9.999707e-01,2.933156e-05
"386","0207.4-3855","3FGL J0207.9-3846 ",  8.859,"3.61e-13","4.81e-13","4.65e-13"," 31.856","-38.9252","254.397","-7.0e+01","PKS 0205-391                ","bcu","                              ","",   0,"0207.9-3846",0.040,"AGN",0.032,"AGN",0.048,"AGN",   662.405,  18.243,0.0220608283,"AGN",0.872445703,"PSR","PSR",2.849207e-01,7.150793e-01,"AGN",5.589487e-01,4.410513e-01
"387","0207.5-2402","                  ", 10.725,"1.78e-13","1.76e-13","1.81e-13"," 31.899","-24.0484","207.001","-7.3e+01","NVSS J020733-240202         ","bcu","                              ","",   0,"",0.000,"AGN",0.000,"AGN",0.002,"AGN",  6023.885,  -0.792,0.0004789225,"AGN",0.021661030,"AGN","AGN",1.000000e+00,3.703957e-09,"AGN",1.000000e+00,6.425353e-09
"388","0207.9+2203","                  ",  5.506,"6.03e-14","7.99e-14","7.52e-14"," 31.986"," 22.0591","145.421","-3.7e+01","NVSS J020801+220241         ","bcu","                              ","",   0,"",0.004,"AGN",0.006,"AGN",0.008,"AGN",  2140.567,   0.822,0.0017005613,"AGN",0.993526578,"PSR","AGN",9.388354e-01,6.116464e-02,"AGN",9.892987e-01,1.070125e-02
"389","0207.9+0953","                  ",  4.742,"5.39e-14","9.37e-14","7.78e-14"," 31.997","  9.8850","152.162","-4.9e+01","GALEXASC J020754.55+095014.0","bcu","                              ","",   0,"",0.015,"AGN",0.016,"AGN",0.004,"AGN",   792.796,   8.377,0.0027336732,"AGN",0.949930489,"PSR","AGN",8.038995e-01,1.961005e-01,"AGN",9.629992e-01,3.700079e-02
"390","0208.3-6838","3FGL J0208.0-6838 ", 11.267,"1.13e-13","1.14e-13","1.15e-13"," 32.098","-68.6409","292.807","-4.7e+01","PKS 0206-688                ","bll","                              ","",   0,"0208.0-6838",0.002,"AGN",0.001,"AGN",0.000,"AGN",  8947.642,  -0.777,0.0005157964,"AGN",0.902484298,"PSR","AGN",1.000000e+00,3.050852e-08,"AGN",1.000000e+00,1.143095e-08
"391","0208.5-0046","                  ",  8.190,"1.40e-13","1.51e-13","1.55e-13"," 32.135"," -0.7768","161.208","-5.8e+01","PKS 0205-010                ","bll","                              ","",   0,"",0.001,"AGN",0.004,"AGN",0.014,"AGN",  4838.529,   2.906,0.0014329465,"AGN",0.967384398,"PSR","AGN",9.940979e-01,5.902110e-03,"AGN",9.945657e-01,5.434278e-03
"392","0208.6+3523","3FGL J0208.6+3522 ",  9.656,"1.49e-14","1.67e-14","1.64e-14"," 32.171"," 35.3972","140.217","-2.5e+01","MS 0205.7+3509              ","bll","                              ","",   0,"0208.6+3522",0.004,"AGN",0.002,"AGN",0.000,"AGN",  5608.796,  -0.745,0.0005033836,"AGN",0.975995004,"PSR","AGN",9.997347e-01,2.653388e-04,"AGN",9.999439e-01,5.615502e-05
"393","0209.3+4449","3FGL J0209.5+4449 ", 10.688,"2.67e-14","2.99e-14","2.95e-14"," 32.344"," 44.8301","137.169","-1.6e+01","1RXS J020917.6+444951       ","bll","                              ","",   0,"0209.5+4449",0.001,"AGN",0.000,"AGN",0.000,"AGN",  8145.003,  -0.961,0.0007913298,"AGN",0.850557208,"PSR","AGN",9.999951e-01,4.919205e-06,"AGN",9.999990e-01,9.882477e-07
"394","0209.3-5228","3FGL J0209.4-5229 ", 44.426,"2.33e-13","2.43e-13","2.43e-13"," 32.349","-52.4799","278.345","-6.1e+01","PMN J0209-5229              ","bll","                              ","",   0,"0209.4-5229",0.001,"AGN",0.000,"AGN",0.002,"AGN", 10109.398,  -0.574,0.0006244325,"AGN",0.478024334,"AGN","AGN",9.999807e-01,1.932751e-05,"AGN",9.999486e-01,5.131913e-05
"395","0209.8+2626","                  ",  5.343,"6.69e-14","7.39e-14","7.37e-14"," 32.464"," 26.4335","143.978","-3.3e+01","                            ","","                              ","",   0,"",0.001,"AGN",0.002,"AGN",0.016,"AGN",  5275.826,   0.087,0.0016679571,"AGN",0.991559923,"PSR","AGN",9.998932e-01,1.067632e-04,"AGN",9.999652e-01,3.478967e-05
"396","0209.9+7229","                  ", 14.468,"1.98e-13","2.58e-13","2.49e-13"," 32.498"," 72.4877","128.836"," 1.1e+01","S5 0205+722                 ","bll","                              ","",   0,"",0.064,"AGN",0.055,"AGN",0.058,"AGN",  3152.359,  18.858,0.0255666990,"AGN",0.322919935,"AGN","AGN",9.999526e-01,4.738718e-05,"AGN",9.999964e-01,3.547746e-06
"397","0210.1+2518","                  ",  5.458,"3.07e-14","3.62e-14","3.36e-14"," 32.531"," 25.3048","144.533","-3.4e+01","2MASS J02100260+2517251     ","bcu","                              ","",   0,"",0.004,"AGN",0.006,"AGN",0.010,"AGN",  6226.590,  -0.503,0.0013335738,"AGN",0.980740368,"PSR","AGN",9.941328e-01,5.867162e-03,"AGN",9.995995e-01,4.004805e-04
"398","0210.5-1445","                  ",  4.579,"3.24e-14","3.68e-14","3.66e-14"," 32.629","-14.7602","183.015","-6.8e+01","PKS 0207-149                ","bcu","                              ","",   0,"",0.001,"AGN",0.000,"AGN",0.000,"AGN",  7068.838,  -0.496,0.0009046830,"AGN",0.804000676,"PSR","AGN",9.999973e-01,2.707348e-06,"AGN",9.999998e-01,2.198277e-07
"399","0210.7-5101","3FGL J0210.7-5101 ", 91.981,"3.54e-11","3.84e-11","3.73e-11"," 32.695","-51.0218","276.106","-6.2e+01","PKS 0208-512                ","FSRQ","                              ","",   0,"0210.7-5101",0.012,"AGN",0.013,"AGN",0.004,"AGN",  7054.114,   1.818,0.0035704242,"AGN",0.009714787,"AGN","PSR",2.849207e-01,7.150793e-01,"PSR",2.438318e-01,7.561682e-01
"400","0211.1-0646","3FGL J0211.2-0649 ",  9.477,"7.08e-14","7.60e-14","7.56e-14"," 32.786"," -6.7793","169.479","-6.2e+01","LEDA 1029376                ","bcu","                              ","",   0,"0211.2-0649",0.001,"AGN",0.002,"AGN",0.000,"AGN",  9937.367,  -0.763,0.0005649754,"AGN",0.953217745,"PSR","AGN",9.999439e-01,5.608994e-05,"AGN",9.999876e-01,1.243145e-05
"401","0211.2+1051","3FGL J0211.2+1051 ", 77.402,"8.95e-12","9.49e-12","9.18e-12"," 32.809"," 10.8569","152.585","-4.7e+01","MG1 J021114+1051            ","BLL","                              ","",   0,"0211.2+1051",0.001,"AGN",0.000,"AGN",0.000,"AGN", 11125.508,   1.070,0.0007173711,"AGN",0.017406181,"AGN","PSR",2.849207e-01,7.150793e-01,"AGN",8.372528e-01,1.627472e-01
"402","0211.5+6219","                  ",  5.443,"4.68e-13","5.26e-13","5.16e-13"," 32.900"," 62.3234","132.092"," 8.9e-01","                            ","","                              ","",   4,"",0.147,"PSR",0.014,"AGN",0.166,"AGN",  1450.383,  98.330,0.2609072626,"AGN",0.971107364,"PSR","PSR",2.849207e-01,7.150793e-01,"AGN",6.289195e-01,3.710805e-01
"403","0212.1+5321","3FGL J0212.1+5320 ", 43.545,"2.48e-12","3.28e-12","3.14e-12"," 33.044"," 53.3507","134.926","-7.6e+00","                            ","","                              ","",   0,"0212.1+5320",0.947,"PSR",0.934,"PSR",1.000,"PSR",    -0.636, 367.829,0.9993571639,"PSR",0.973523796,"PSR","PSR",2.849207e-01,7.150793e-01,"PSR",2.438318e-01,7.561682e-01
"404","0212.2-2559","                  ",  6.579,"1.71e-14","2.19e-14","2.06e-14"," 33.059","-25.9945","213.933","-7.2e+01","1RXS J021206.0-255808       ","bcu","                              ","",   0,"",0.001,"AGN",0.006,"AGN",0.000,"AGN",  4518.849,  -0.432,0.0009549492,"AGN",0.951327085,"PSR","AGN",9.995642e-01,4.357581e-04,"AGN",9.999567e-01,4.331507e-05
"405","0212.2-0219","                  ",  7.279,"5.34e-14","5.47e-14","5.63e-14"," 33.066"," -2.3191","164.326","-5.9e+01","RX J0212.3-0222             ","bcu","                              ","",   0,"",0.001,"AGN",0.000,"AGN",0.000,"AGN",  7196.523,  -0.981,0.0005157964,"AGN",0.841549635,"PSR","AGN",1.000000e+00,6.114112e-09,"AGN",1.000000e+00,3.048164e-09
"406","0212.4-3502","3FGL J0212.8-3504 ", 13.290,"7.27e-14","7.81e-14","7.67e-14"," 33.114","-35.0489","242.514","-7.1e+01","RBS 0292                    ","bll","                              ","",   0,"0212.8-3504",0.002,"AGN",0.003,"AGN",0.000,"AGN",  8565.222,  -0.823,0.0004908323,"AGN",0.936618388,"PSR","AGN",9.999883e-01,1.163993e-05,"AGN",9.999989e-01,1.051816e-06
"407","0212.8-2721","3FGL J0213.1-2720 ",  7.592,"1.64e-13","1.79e-13","1.71e-13"," 33.205","-27.3629","218.364","-7.2e+01","PMN J0212-2719              ","bcu","                              ","",   0,"0213.1-2720",0.001,"AGN",0.000,"AGN",0.000,"AGN",  5121.796,  -0.572,0.0005097081,"AGN",0.459618837,"AGN","AGN",9.999872e-01,1.275502e-05,"AGN",9.999998e-01,2.495616e-07
"408","0212.9+2244","3FGL J0213.0+2245 ", 17.824,"2.38e-13","2.84e-13","2.67e-13"," 33.243"," 22.7466","146.444","-3.6e+01","MG3 J021252+2246            ","bll","                              ","",   0,"0213.0+2245",0.007,"AGN",0.018,"AGN",0.004,"AGN", 10423.626,   0.095,0.0030471948,"AGN",0.932279468,"PSR","AGN",9.894070e-01,1.059304e-02,"AGN",9.995373e-01,4.626497e-04
"409","0213.8-6949","                  ",  9.623,"2.51e-15","2.74e-15","2.84e-15"," 33.470","-69.8311","292.931","-4.6e+01","1RXS J021359.9-695130       ","bcu","                              ","",   0,"",0.001,"AGN",0.000,"AGN",0.000,"AGN",  6344.417,  -0.722,0.0005272193,"AGN",0.850557208,"PSR","AGN",9.999988e-01,1.166779e-06,"AGN",9.999993e-01,7.222733e-07
"410","0214.2-7025","                  ",  9.489,"2.35e-12","2.73e-12","2.67e-12"," 33.556","-70.4235","293.271","-4.5e+01","PMN J0214-7027              ","bcu","                              ","",  16,"",0.027,"AGN",0.019,"AGN",0.038,"AGN",   794.664,   5.032,0.0042044614,"AGN",0.787360668,"PSR","AGN",9.282787e-01,7.172132e-02,"AGN",9.794337e-01,2.056621e-02
"411","0214.3+5145","3FGL J0214.4+5143 ", 13.697,"2.88e-14","2.56e-14","2.79e-14"," 33.595"," 51.7570","135.753","-9.0e+00","TXS 0210+515                ","bll","                              ","",   0,"0214.4+5143",0.002,"AGN",0.005,"AGN",0.000,"AGN", 11992.066,  -0.855,0.0004882651,"AGN",0.096875288,"AGN","AGN",9.998744e-01,1.256328e-04,"AGN",9.999980e-01,1.979433e-06
"412","0214.4-5822","3FGL J0214.7-5823 ",  5.172,"2.58e-14","3.34e-14","3.16e-14"," 33.602","-58.3698","283.758","-5.6e+01","PMN J0214-5822              ","bcu","                              ","",   0,"0214.7-5823",0.000,"AGN",0.001,"AGN",0.000,"AGN",  3842.328,  -0.330,0.0006527699,"AGN",0.252980739,"AGN","AGN",9.999995e-01,4.562400e-07,"AGN",1.000000e+00,6.927351e-09
"413","0214.8-6150","                  ",  5.032,"1.49e-13","1.94e-13","1.81e-13"," 33.701","-61.8418","286.880","-5.3e+01","PKS 0212-620                ","bcu","                              ","",   0,"",0.057,"AGN",0.071,"AGN",0.026,"AGN",   522.900,  10.410,0.0043135472,"AGN",0.437633306,"AGN","AGN",6.739681e-01,3.260319e-01,"AGN",9.013655e-01,9.863447e-02
"414","0214.9-3722","                  ",  4.945,"1.83e-12","2.10e-12","2.09e-12"," 33.743","-37.3826","248.403","-7.0e+01","PMN J0214-3729              ","bcu","                              ","",   0,"",0.010,"AGN",0.001,"AGN",0.012,"AGN",   980.027,   2.763,0.0014901111,"AGN",0.402821243,"AGN","AGN",9.999907e-01,9.257838e-06,"AGN",9.999995e-01,4.223282e-07
"415","0215.0-5330","                  ",  4.217,"5.60e-15","7.06e-15","6.70e-15"," 33.760","-53.5004","278.264","-5.9e+01","                            ","","                              ","",   0,"",0.001,"AGN",0.006,"AGN",0.002,"AGN",  3708.463,  -0.128,0.0018065580,"AGN",0.861495316,"PSR","AGN",9.999753e-01,2.469157e-05,"AGN",9.999968e-01,3.247831e-06
"416","0215.3+7555","                  ",  6.298,"1.51e-15","1.80e-15","1.76e-15"," 33.828"," 75.9190","128.078"," 1.4e+01","WN B0210.3+7540             ","bcu","                              ","",   0,"",0.004,"AGN",0.002,"AGN",0.000,"AGN",  4832.314,  -0.494,0.0005506353,"AGN",0.954061508,"PSR","AGN",9.995694e-01,4.306851e-04,"AGN",9.998660e-01,1.339728e-04
"417","0215.9+0300","3FGL J0216.0+0300 ", 10.345,"2.80e-14","3.55e-14","3.38e-14"," 33.992","  3.0044","160.303","-5.4e+01","GALEXASC J021608.28+030014.2","bcu","                              ","",   0,"0216.0+0300",0.000,"AGN",0.001,"AGN",0.000,"AGN",  4902.284,  -0.486,0.0009016740,"AGN",0.911335886,"PSR","AGN",9.999853e-01,1.467850e-05,"AGN",9.999989e-01,1.042540e-06
"418","0216.5+2313","                  ", 10.754,"2.35e-14","2.90e-14","2.69e-14"," 34.141"," 23.2295","147.151","-3.6e+01","RBS 0298                    ","bll","                              ","",   0,"",0.004,"AGN",0.006,"AGN",0.004,"AGN",  6226.590,  -0.521,0.0012028860,"AGN",0.997651398,"PSR","AGN",9.949255e-01,5.074482e-03,"AGN",9.994776e-01,5.224825e-04
"419","0216.6-1015","3FGL J0216.6-1019 ", 12.090,"4.57e-13","5.46e-13","5.26e-13"," 34.165","-10.2662","176.969","-6.4e+01","PMN J0216-1017              ","bcu","                              ","",   0,"0216.6-1019",0.001,"AGN",0.003,"AGN",0.010,"AGN",  1939.048,   0.078,0.0007674581,"AGN",0.065139644,"AGN","AGN",9.979218e-01,2.078306e-03,"AGN",9.998422e-01,1.578126e-04
"420","0216.8-6635","3FGL J0217.0-6635 ", 23.390,"2.67e-13","3.03e-13","2.87e-13"," 34.217","-66.5897","290.345","-4.8e+01","RBS 0300                    ","bll","                              ","",   0,"0217.0-6635",0.001,"AGN",0.005,"AGN",0.002,"AGN", 11726.364,  -0.299,0.0007518536,"AGN",0.353339583,"AGN","AGN",9.992791e-01,7.209356e-04,"AGN",9.999558e-01,4.426532e-05
"421","0216.8+0510","3FGL J0216.4+0507 ",  7.655,"4.26e-14","4.52e-14","4.54e-14"," 34.219","  5.1673","158.724","-5.2e+01","NVSS J021655+051018         ","bcu","                              ","",   0,"0216.4+0507",0.001,"AGN",0.000,"AGN",0.000,"AGN",  8661.605,  -0.846,0.0005097081,"AGN",0.921864748,"PSR","AGN",9.999930e-01,6.986893e-06,"AGN",9.999988e-01,1.171203e-06
"422","0217.0-0821","3FGL J0217.1-0833 ", 11.724,"4.31e-13","5.00e-13","4.81e-13"," 34.252"," -8.3586","174.081","-6.2e+01","PKS 0214-085                ","fsrq","                              ","",   0,"0217.1-0833",0.026,"AGN",0.020,"AGN",0.102,"AGN",  2037.041,   7.195,0.0036858071,"AGN",0.967209637,"PSR","AGN",8.092189e-01,1.907811e-01,"AGN",9.359931e-01,6.400690e-02
"423","0217.2+0837","3FGL J0217.2+0837 ", 31.308,"1.36e-12","1.46e-12","1.44e-12"," 34.316","  8.6234","156.115","-4.9e+01","ZS 0214+083                 ","bll","                              ","",   0,"0217.2+0837",0.001,"AGN",0.000,"AGN",0.002,"AGN",  7466.245,  -0.463,0.0008894798,"AGN",0.216021687,"AGN","AGN",8.638245e-01,1.361755e-01,"AGN",9.652289e-01,3.477119e-02
"424","0217.4+7352","3FGL J0217.5+7349 ", 12.494,"1.78e-11","2.04e-11","1.99e-11"," 34.353"," 73.8804","128.902"," 1.2e+01","S5 0212+73                  ","fsrq","                              ","",  16,"0217.5+7349",0.027,"AGN",0.005,"AGN",0.062,"AGN",  1084.905,   6.286,0.0046955231,"AGN",0.496804655,"AGN","PSR",2.849207e-01,7.150793e-01,"AGN",5.419383e-01,4.580616e-01
"425","0217.8+0144","3FGL J0217.8+0143 ", 60.859,"9.85e-12","1.05e-11","1.02e-11"," 34.462","  1.7346","162.164","-5.4e+01","PKS 0215+015                ","fsrq","                              ","",   0,"0217.8+0143",0.001,"AGN",0.000,"AGN",0.000,"AGN", 11307.498,   0.467,0.0006506651,"AGN",0.010741530,"AGN","AGN",8.680548e-01,1.319453e-01,"AGN",9.951419e-01,4.858187e-03
"426","0218.1+4232","3FGL J0218.1+4233 ", 73.497,"1.03e-11","1.22e-11","1.19e-11"," 34.534"," 42.5459","139.511","-1.8e+01","PSR J0218+4232              ","PSR","                              ","",   0,"0218.1+4233",0.817,"PSR",0.510,"PSR",0.996,"PSR",     0.731, 582.735,0.9993357062,"PSR",0.964731991,"PSR","PSR",2.849207e-01,7.150793e-01,"PSR",2.438318e-01,7.561682e-01
"427","0218.9+3643","3FGL J0218.9+3642 ", 18.485,"1.44e-12","1.67e-12","1.62e-12"," 34.747"," 36.7176","141.863","-2.3e+01","MG3 J021846+3641            ","bcu","                              ","",   0,"0218.9+3642",0.001,"AGN",0.004,"AGN",0.018,"AGN",  1110.414,   0.559,0.0013323989,"AGN",0.015058654,"AGN","AGN",9.590543e-01,4.094570e-02,"AGN",9.969290e-01,3.070987e-03
"428","0219.0+2443","3FGL J0219.0+2440 ", 11.986,"2.61e-14","2.77e-14","2.76e-14"," 34.773"," 24.7324","147.066","-3.4e+01","87GB 021610.9+243205        ","bll","                              ","",   0,"0219.0+2440",0.001,"AGN",0.000,"AGN",0.000,"AGN", 10442.909,  -0.833,0.0004629580,"AGN",0.913489819,"PSR","AGN",9.999883e-01,1.170481e-05,"AGN",9.999982e-01,1.839146e-06
"429","0219.1-1724","2FGL J0219.1-1725 ",  9.835,"4.76e-14","4.65e-14","4.90e-14"," 34.782","-17.4020","191.831","-6.8e+01","1RXS J021905.8-172503       ","bll","                              ","",   0,"0219.1-1725",0.001,"AGN",0.000,"AGN",0.000,"AGN",  9334.822,  -0.878,0.0004658661,"AGN",0.249612391,"AGN","AGN",1.000000e+00,8.928447e-09,"AGN",1.000000e+00,8.944602e-10
"430","0219.5+0724","                  ",  4.981,"3.41e-14","3.58e-14","3.56e-14"," 34.891","  7.4064","157.799","-4.9e+01","GB6 J0219+0727              ","bll","                              ","",   0,"",0.001,"AGN",0.000,"AGN",0.000,"AGN",  7725.118,  -0.731,0.0008007881,"AGN",0.941491246,"PSR","AGN",9.999986e-01,1.414832e-06,"AGN",9.999999e-01,7.184894e-08
"431","0220.2+3246","                  ",  4.614,"1.28e-12","1.84e-12","1.78e-12"," 35.073"," 32.7793","143.732","-2.6e+01","CRATES J022048+324116       ","fsrq","                              ","",   0,"",0.010,"AGN",0.018,"AGN",0.014,"AGN",   879.562,   4.791,0.0018820202,"AGN",0.097351573,"AGN","AGN",9.904683e-01,9.531655e-03,"AGN",9.980717e-01,1.928254e-03
"432","0220.8-0841","                  ",  6.065,"3.69e-15","5.32e-15","4.64e-15"," 35.209"," -8.6932","176.017","-6.2e+01","RX J0220.8-0842             ","bll","                              ","",   0,"",0.004,"AGN",0.028,"AGN",0.008,"AGN",  3925.656,  -0.445,0.0008293790,"AGN",0.982572436,"PSR","AGN",9.960753e-01,3.924594e-03,"AGN",9.997912e-01,2.088068e-04
"433","0221.1+3556","3FGL J0221.1+3556 ",110.068,"1.80e-11","1.91e-11","1.86e-11"," 35.281"," 35.9359","142.609","-2.3e+01","B2 0218+357                 ","FSRQ","                              ","",   0,"0221.1+3556",0.006,"AGN",0.001,"AGN",0.002,"AGN", 11158.494,   1.641,0.0006279642,"AGN",0.016538000,"AGN","PSR",2.849207e-01,7.150793e-01,"PSR",2.438318e-01,7.561682e-01
